Case_Act,QMSITEID,StudyName,StudyID,AREADESC,sta_site,STADESC,STATGRPLST,CollMatrix,CollForm,WKSPCNAME,DataClass,DataSource,srctype,sharestat,Workgroup,Workplan,source,loc_geom,legend_tex,map_index,startlat,startlong,endlat,endlong
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-143,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-144,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-145,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-146,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-147,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-148,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23138,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23139,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE24,CHE24-149,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.110396 60.05162067),Tissue,1,60.05162067,-148.110396, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE24,CHE24-150,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.110396 60.05162067),Tissue,1,60.05162067,-148.110396, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE24,CHE24-151,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.110396 60.05162067),Tissue,1,60.05162067,-148.110396, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE24,CHE24-152,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.110396 60.05162067),Tissue,1,60.05162067,-148.110396, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE24,CHE24-153,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.110396 60.05162067),Tissue,1,60.05162067,-148.110396, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE24,CHE24-154,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.110396 60.05162067),Tissue,1,60.05162067,-148.110396, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-082,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-77,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-78,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-79,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-80,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-81,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-83,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-84,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-85,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-86,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-87,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE7,CHE7-88,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-113,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-114,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-115,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-116,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-117,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-118,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-119,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE9,CHE9-120,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.2049232 59.98196128),Tissue,1,59.98196128,-148.2049232, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-55,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-56,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-57,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-58,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-59,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-60,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-61,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-62,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-63,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-64,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-65,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB1,WNB1-66,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5333591 59.2267497),Tissue,1,59.2267497,-151.5333591, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-67,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-68,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-69,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-70,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-71,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-72,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-73,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-74,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-75,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB2,WNB2-76,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5527152 59.23011295),Tissue,1,59.23011295,-151.5527152, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-01Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-02Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-03Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-04Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-05Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-06Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-07Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-08Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-09Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5320808 59.22562854),Tissue,1,59.22562854,-151.5320808, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-10Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-11,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5320808 59.22562854),Tissue,1,59.22562854,-151.5320808, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-11Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-12,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5320808 59.22562854),Tissue,1,59.22562854,-151.5320808, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-12Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,WNB3,WNB3-13Z1,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.491616 59.224535),Tissue,1,59.224535,-151.491616, , 
