Case_Act,QMSITEID,StudyName,StudyID,AREADESC,sta_site,STADESC,STATGRPLST,CollMatrix,CollForm,WKSPCNAME,DataClass,DataSource,srctype,sharestat,Workgroup,Workplan,source,loc_geom,legend_tex,map_index,startlat,startlong,endlat,endlong
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-1291,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-896,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-897,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-898,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-899,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-900,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-901,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-902,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-903,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-904,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-905,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,WNB4,WNB4-907,Windy Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5627584 59.22600227),Tissue,1,59.22600227,-151.5627584, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1132,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1133,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1134,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1135,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1136,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1137,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1142,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1143,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1144,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1145,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1146,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1147,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1152,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1153,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1154,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1155,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1156,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK1,YAK1-1157,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK5,YAK5-1207,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK5,YAK5-1208,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK5,YAK5-1209,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK5,YAK5-1210,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK5,YAK5-1211,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,YAK5,YAK5-1212,Yakutat,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-139.83222 59.729508),Tissue,1,59.729508,-139.83222, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-100,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-89,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-90,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-91,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-92,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-93,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-94,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-95,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-96,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-97,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-98,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE1-99,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE18-121,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0042623 60.12423317),Tissue,1,60.12423317,-148.0042623, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE18-122,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0042623 60.12423317),Tissue,1,60.12423317,-148.0042623, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE18-123,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0042623 60.12423317),Tissue,1,60.12423317,-148.0042623, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE1,CHE19-124,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.000218 60.07049094),Tissue,1,60.07049094,-148.000218, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-101,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-102,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-103,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-104,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-105,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-106,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-107,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-108,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-109,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-110,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-111,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE10,CHE10-112,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE20,CHE20-125,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-147.9940687 60.03647702),Tissue,1,60.03647702,-147.9940687, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE21,CHE21-126,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE21,CHE21-127,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE21,CHE21-128,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE21,CHE21-129,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-130,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-131,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-132,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-133,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-134,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-135,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-136,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE22,CHE22-137,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-140,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-141,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1991,A2,CHE23,CHE23-142,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
