Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,(...),Study_name_clean,Study_name_cleaner
ERM,ERM NorthSlope Subsistence Study 2014 2015,2014,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2014-028,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2014,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2014-029,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2014,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2014-030,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-01,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-02,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-03,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-04,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-05,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-06,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-07,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-08,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-09,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-10,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-11,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-12,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-13,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-14,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-15,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-16,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-17,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-18,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-19,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-20,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-21,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-22,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-23,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-24,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-25,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-26,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-27,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-28,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-29,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0,70.47815,-150.77848,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-30,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study
PWSRCAC,LTEMP,2002,243.8900505,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-02-2-1,37,ng/g,dry,Calculated,Whole Body,38.6440678,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2002,93.77509692,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-02-2-2,37,ng/g,dry,Calculated,Whole Body,38.6440678,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2002,41.76643478,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-02-2-3,37,ng/g,dry,Calculated,Whole Body,18.84297521,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2003,18.84208307,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-1-1,37,ng/g,dry,Calculated,Whole Body,31.23287671,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2003,9.648992161,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-1-2,37,ng/g,dry,Calculated,Whole Body,26.82352941,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2003,20.65898678,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-1-3,37,ng/g,dry,Calculated,Whole Body,32.57142857,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2003,12.41,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-2-1,39,ng/g,dry,Calculated,Whole Body,0.45,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2003,20.75,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-2-2,39,ng/g,dry,Calculated,Whole Body,0.45,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2003,31.44,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-2-3,39,ng/g,dry,Calculated,Whole Body,0.45,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2004,81.11,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-1-1,39,ng/g,dry,Calculated,Whole Body,5.18,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2004,40.21,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-1-2,39,ng/g,dry,Calculated,Whole Body,5.18,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2004,21.36,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-1-3,39,ng/g,dry,Calculated,Whole Body,5.12,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2004,27.59,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-2-1-R2,39,ng/g,dry,Calculated,Whole Body,8,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2004,17.15,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-2-2-R2,39,ng/g,dry,Calculated,Whole Body,8,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2004,9.23,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-2-3-R2,39,ng/g,dry,Calculated,Whole Body,7.9,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,15.47,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-1-1,39,ng/g,dry,Calculated,Whole Body,0.468,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,9.84,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-1-2-R2,39,ng/g,dry,Calculated,Whole Body,8,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,42.19,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-1-3,39,ng/g,dry,Calculated,Whole Body,0.479,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,21.07,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-2-1,39,ng/g,dry,Calculated,Whole Body,7.86,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,40.96,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-2-2,39,ng/g,dry,Calculated,Whole Body,7.24,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,15.09,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-2-3,39,ng/g,dry,Calculated,Whole Body,6.61,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,24.61,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-1-1,39,ng/g,dry,Calculated,Whole Body,4.9,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,28.72,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-1-2,39,ng/g,dry,Calculated,Whole Body,5.92,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,22.64,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-1-3,39,ng/g,dry,Calculated,Whole Body,4.22,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,33.40983144,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-2-1,38,ng/g,dry,Calculated,Whole Body,4.145454546,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,11.52795789,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-2-2,38,ng/g,dry,Calculated,Whole Body,4.384615385,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,6.529753092,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-2-3,38,ng/g,dry,Calculated,Whole Body,3.590551181,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,16.1130067,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-1-1,38,ng/g,dry,Calculated,Whole Body,5.123595506,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,56.01115946,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-1-2,38,ng/g,dry,Calculated,Whole Body,5.302325581,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,58.94539576,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-1-3,38,ng/g,dry,Calculated,Whole Body,5.493975904,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,13.27917663,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-2-1,38,ng/g,dry,Calculated,Whole Body,5.56097561,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,10.9718949,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-2-2,38,ng/g,dry,Calculated,Whole Body,6.246575343,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,8.101540421,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-2-3,38,ng/g,dry,Calculated,Whole Body,6,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,11.30033804,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-08-2-1,38,ng/g,dry,Calculated,Whole Body,1.961010047,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,9.498694124,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-08-2-2,38,ng/g,dry,Calculated,Whole Body,1.955446898,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,12.0232053,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-08-2-3,38,ng/g,dry,Calculated,Whole Body,1.952677143,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,4.759265585,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-09-1-1,38,ng/g,dry,Calculated,Whole Body,1.604877839,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,17.24098799,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-09-1-2,38,ng/g,dry,Calculated,Whole Body,1.604877839,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,5.638687784,59.87917,-149.6569,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-09-1-3,38,ng/g,dry,Calculated,Whole Body,1.591905385,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
