Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,(...),Study_name_clean,Study_name_cleaner
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,1.63,55.087,-131.614,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787006,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,4.92,55.087,-131.614,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787007,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,2.36,55.087,-131.614,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787008,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,0.56,55.087,-131.614,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787009,,ng/g,wet,Provided,Muscle,1,1,UCALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,0.74,55.087,-131.614,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787010,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,4.96,55.044,-131.52,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787001,,ng/g,wet,Provided,Other,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,0.77,55.044,-131.52,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787002,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,15.15,55.044,-131.52,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787003,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,5.41,55.044,-131.52,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787004,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,8.99,55.044,-131.52,Halibut,Hippoglossus stenolepis,flatfish,Chordata (Actinopterygii),Fish,Background biomonitoring,1096-01-787005,,ng/g,wet,Provided,Other,1,1,CALC_017,,,,flatfish,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,2.06,55.1106,-131.3641,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,1096-01-787013,,ng/g,wet,Provided,Other,1,1,CALC_017,,,,cockle,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,3.15,55.1106,-131.3641,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,1096-01-787014,,ng/g,wet,Provided,Other,1,1,CALC_017,,,,cockle,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,9.25,55.1118,-131.3581,Octopus,Octopoda,cephalapods,Mollusca (Cephalopoda),Octopus,Background biomonitoring,1096-01-787016,,ng/g,wet,Provided,Whole Body,1,1,CALC_017,,,,cephalapods,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,1.5,55.1076,-131.3652,Chiton,Katharina tunicata,chiton,Gastropoda,Snails,Background biomonitoring,1096-01-787015,,ng/g,wet,Provided,Other,1,1,CALC_017,,,,molluscs,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,2.93,55.1,-131.35,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970015,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,1200,55.1,-131.35,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970016,,ng/g,wet,Provided,Other,1,1,UCALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,2.47,55.0079,-131.6225,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970017,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,3600,55.0079,-131.6225,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970018,,ng/g,wet,Provided,Other,1,1,UCALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,6.358,55.0746,-131.5597,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970011,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,700,55.0746,-131.5597,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970012,,ng/g,wet,Provided,Other,1,1,UCALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,4.21,55.075,-131.5581,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970013,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,22.07,55.075,-131.5581,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970014,,ng/g,wet,Provided,Other,1,1,CALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,4.67,55.0935,-131.5899,Octopus,Octopoda,cephalapods,Mollusca (Cephalopoda),Octopus,Background biomonitoring,1096-01-787017,,ng/g,wet,Provided,Whole Body,1,1,CALC_017,,,,cephalapods,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,2.23,55.0638,-131.5348,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970019,,ng/g,wet,Provided,Muscle,1,1,CALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,NOAA Metlakatla Annette Islands Biota 2002,2002,42.65,55.0638,-131.5348,Dungeness Crab,Cancer magister,crab,Decapoda,Crabs/ Shrimp,Background biomonitoring,1096-01-970020,,ng/g,wet,Provided,Other,1,1,CALC_017,,,,crab,NOAA Metlakatla Annette Islands Biota Study,NOAA Regional Studies
Diver,Mussel Watch:Alaska 2003,2003,43.97142861,59.45333333,-135.3365,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-18-2003NBES1ME_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2003,2003,37.94342855,55.29383333,-131.548,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-18-2003KTMP1ME_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2003,2003,110.1711428,60.96083333,-147.646,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-18-2003UISB1ME_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2003,2003,46.00400001,61.13283333,-146.461,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-18-2003PVMC1ME_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2003,2003,20.95199999,59.6145,-151.4441667,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-18-2003CIHS1ME_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2005,2005,11.037,60.9608,-147.646,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-20-MW2005UISBMS_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2005,2005,20.042,61.1328,-146.461,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-20-MW2005PVMCMS_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2005,2005,12.925,59.6145,-151.4442,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-20-MW2005CIHSMS_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2005,2005,14.45,59.4533,-135.3365,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-20-MW2005NBESMS_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2005,2005,13.695,55.2938,-131.548,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-20-MW2005KTMPMS_1MS,,ng/g,wet,Provided,Other,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,10.27793,59.6145,-151.44417,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007CIHS1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,15.78693,61.13283,-146.461,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007PVMC1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,6.95895,60.96083,-147.646,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007UISB1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,16.64195,59.45333,-135.3365,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007NBES1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,16.73591,55.29383,-131.548,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007KTMP1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,14.91698,60.10208,-149.36416,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007RBNR1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,6.75697,59.358,-151.93,California Mussel,Mytilus californianus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007CINK1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,10.36892,60.11297,-149.374,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,MWAK-22-2007RBMF1CN_CN,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,cockle,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,10.68994,60.11297,-149.374,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007RBMF1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,Mussel Watch:Alaska 2007,2007,12.48494,60.06488,-149.44,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007RBML1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,2.385,59.4207,-150.647,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007CINPMT,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,2.548,59.5372,-150.6071,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007CINBMT,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,2.604,59.5085,-150.3417,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007CIMFMT,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,1.455,59.7377,-149.9584,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007CIHBMT,,ng/g,wet,Provided,Whole Body,1,1,UCALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,2.01,59.8747,-149.6404,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007CIABMT,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,1.87,58.0635,-154.4841,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007TAKIMT,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,Mussel Watch:Alaska 2007,2007,5.67996,58.0635,-154.48414,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007TAKI1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,1.965,58.0793,-154.4659,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007AMABMT,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,Mussel Watch:Alaska 2007,2007,7.11697,58.07931,-154.46594,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007AMAB1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,1.386,58.1906,-154.4849,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007KINBMT,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies
Diver,Mussel Watch:Alaska 2007,2007,5.19093,58.19058,-154.48489,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007KINB1MS_MS,,ng/g,wet,Provided,Whole Body,1,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch
