Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,F_____,Study_name_clean,Study_name_cleaner,Region
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-18,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-19,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-20,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-21,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-22,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-23,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-24,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-25,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-26,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-27,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-28,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-29,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
ERM,ERM NorthSlope Subsistence Study 2014 2015,2015,0.000000000000000,70.478149999999999,-150.778480000000002,Arctic Cisco,Coregonus autumnalis,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,Background biomonitoring,ACIS-2015-30,17,ng/g,wet,Calculated,Whole Body,,,,,,,anadromous/freshwater fish,NorthSlope Subsistence Study,NorthSlope Subsistence Study,North
PWSRCAC,LTEMP,2002,243.890050500000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-02-2-1,37,ng/g,dry,Calculated,Whole Body,38.644067800000002,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,93.775096919999996,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-02-2-2,37,ng/g,dry,Calculated,Whole Body,38.644067800000002,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,41.766434779999997,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-02-2-3,37,ng/g,dry,Calculated,Whole Body,18.842975209999999,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,18.842083070000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-1-1,37,ng/g,dry,Calculated,Whole Body,31.232876709999999,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,9.648992161000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-1-2,37,ng/g,dry,Calculated,Whole Body,26.823529409999999,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,20.658986779999999,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-1-3,37,ng/g,dry,Calculated,Whole Body,32.571428570000002,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,12.410000000000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-2-1,39,ng/g,dry,Calculated,Whole Body,0.450000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,20.750000000000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-2-2,39,ng/g,dry,Calculated,Whole Body,0.450000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,31.440000000000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-03-2-3,39,ng/g,dry,Calculated,Whole Body,0.450000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,81.109999999999999,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-1-1,39,ng/g,dry,Calculated,Whole Body,5.180000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,40.210000000000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-1-2,39,ng/g,dry,Calculated,Whole Body,5.180000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,21.359999999999999,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-1-3,39,ng/g,dry,Calculated,Whole Body,5.120000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,27.590000000000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-2-1-R2,39,ng/g,dry,Calculated,Whole Body,8.000000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,17.149999999999999,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-2-2-R2,39,ng/g,dry,Calculated,Whole Body,8.000000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,9.230000000000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-04-2-3-R2,39,ng/g,dry,Calculated,Whole Body,7.900000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,15.470000000000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-1-1,39,ng/g,dry,Calculated,Whole Body,0.468000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,9.840000000000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-1-2-R2,39,ng/g,dry,Calculated,Whole Body,8.000000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,42.189999999999998,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-1-3,39,ng/g,dry,Calculated,Whole Body,0.479000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,21.070000000000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-2-1,39,ng/g,dry,Calculated,Whole Body,7.860000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,40.960000000000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-2-2,39,ng/g,dry,Calculated,Whole Body,7.240000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,15.090000000000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-05-2-3,39,ng/g,dry,Calculated,Whole Body,6.610000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,24.609999999999999,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-1-1,39,ng/g,dry,Calculated,Whole Body,4.900000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,28.719999999999999,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-1-2,39,ng/g,dry,Calculated,Whole Body,5.920000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,22.640000000000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-1-3,39,ng/g,dry,Calculated,Whole Body,4.220000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,33.409831439999998,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-2-1,38,ng/g,dry,Calculated,Whole Body,4.145454546000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,11.527957890000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-2-2,38,ng/g,dry,Calculated,Whole Body,4.384615385000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,6.529753092000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-06-2-3,38,ng/g,dry,Calculated,Whole Body,3.590551181000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,16.113006700000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-1-1,38,ng/g,dry,Calculated,Whole Body,5.123595506000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,56.011159460000002,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-1-2,38,ng/g,dry,Calculated,Whole Body,5.302325581000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,58.945395759999997,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-1-3,38,ng/g,dry,Calculated,Whole Body,5.493975904000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,13.279176630000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-2-1,38,ng/g,dry,Calculated,Whole Body,5.560975610000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,10.971894900000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-2-2,38,ng/g,dry,Calculated,Whole Body,6.246575343000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,8.101540420999999,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-07-2-3,38,ng/g,dry,Calculated,Whole Body,6.000000000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2008,11.300338040000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-08-2-1,38,ng/g,dry,Calculated,Whole Body,1.961010047000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2008,9.498694124000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-08-2-2,38,ng/g,dry,Calculated,Whole Body,1.955446898000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2008,12.023205300000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-08-2-3,38,ng/g,dry,Calculated,Whole Body,1.952677143000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2009,4.759265585000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-09-1-1,38,ng/g,dry,Calculated,Whole Body,1.604877839000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2009,17.240987990000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-09-1-2,38,ng/g,dry,Calculated,Whole Body,1.604877839000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2009,5.638687784000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-09-1-3,38,ng/g,dry,Calculated,Whole Body,1.591905385000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2013,18.462586300000002,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-13-2-1,38,ng/g,dry,Calculated,Whole Body,1.954954380000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2013,7.987684765000000,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-13-2-2,38,ng/g,dry,Calculated,Whole Body,1.977392881000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2013,8.136734022000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-13-2-3,38,ng/g,dry,Calculated,Whole Body,2.026827703000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2018,20.640000000000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-18-2-1,41,ng/g,dry,Calculated,Whole Body,5.700000000000000,13.2,JB,85,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2018,20.942857140000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-18-2-2,41,ng/g,dry,Calculated,Whole Body,5.900000000000000,13.71428571,JB,86,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2018,32.361538459999998,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-18-2-3,41,ng/g,dry,Calculated,Whole Body,6.415384615000000,14.84615385,JB,87,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2024,60.576000000000001,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-24-1,41,ng/g,wet,Calculated,Whole Body,0.754000000000000,1.75,JB,0,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2024,56.811999999999998,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-24-2,41,ng/g,wet,Calculated,Whole Body,0.803000000000000,1.86,JB,0,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2024,59.607999999999997,59.879170000000002,-149.656900000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AIB-B-24-3,41,ng/g,wet,Calculated,Whole Body,0.804000000000000,1.86,JB,0,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,95.370149690000005,61.091670000000001,-146.405300000000011,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-02-2-1,37,ng/g,dry,Calculated,Whole Body,37.377049180000000,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,68.768458150000001,61.091670000000001,-146.405300000000011,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-02-2-2,37,ng/g,dry,Calculated,Whole Body,40.000000000000000,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,76.221293579999994,61.091670000000001,-146.405300000000011,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-02-2-3,37,ng/g,dry,Calculated,Whole Body,36.190476189999998,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
