Study	NST_Site	General_Location	Specific_Location	Sample_ID	Latitude	Longitude	Fiscal_Year	Collection_Date	Matrix	Scientific_Name	Method	Parameter	Value	Qualifier	Unit	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Benz[a]anthracene	1.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Benzo[a]pyrene	6.6		ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Benzo[b]fluoranthene	1.7	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Benzo[e]pyrene	0.9	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Benzo[g,h,i]perylene	0.9	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Benzo[k]fluoranthene	0.6	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Benzothiophene	1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	Biphenyl	8		ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Chrysenes	1.6	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Dibenzothiophenes	1.4	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Fluoranthenes_Pyrenes	3.6	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Fluorenes	2.3	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Naphthalenes	12.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Naphthobenzothiophene	0.6	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C1-Phenanthrenes_Anthracenes	4.3	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Chrysenes	1.8	Below the MDL	ng/dry g	
